,Script_Name,trnx,open,high,low,volume,cls,Gain,ema5,ema9,ema12,ema21,ema25,ema26,ema50,ema100,ema200,MACD,Signal,MACDS
0,HAVELLS,2021-01-04,910.55,923.3,909.25,1042065,918.8,8.25,,,,,,,,,,,,
1,HAVELLS,2021-01-05,921.5,938.85,911.6,1871002,935.7,14.200000000000045,,,,,,,,,,,,
2,HAVELLS,2021-01-06,945.0,953.65,934.05,2633011,945.9,0.8999999999999773,,,,,,,,,,,,
3,HAVELLS,2021-01-07,955.8,977.95,946.0,2124734,971.25,15.450000000000045,,,,,,,,,,,,
4,HAVELLS,2021-01-08,976.1,1012.55,974.1,3536689,1007.5,31.399999999999977,972.8199052132701,,,,,,,,,,,
5,HAVELLS,2021-01-11,1015.5,1026.75,1002.05,1773737,1013.8,-1.7000000000000455,987.7945864661655,,,,,,,,,,,
6,HAVELLS,2021-01-12,1012.65,1026.0,1003.4,1799936,1018.8,6.149999999999977,998.7722195240409,,,,,,,,,,,
7,HAVELLS,2021-01-13,1024.25,1041.75,1006.75,2210980,1012.45,-11.799999999999955,1003.5165979381444,,,,,,,,,,,
8,HAVELLS,2021-01-14,1015.0,1026.0,1000.85,2091931,1003.05,-11.950000000000045,1003.3569114808827,996.4122672283129,,,,,,,,,,
9,HAVELLS,2021-01-15,999.0,1011.9,979.3,2598734,981.35,-17.649999999999977,995.8918181818183,993.0374450057583,,,,,,,,,,
10,HAVELLS,2021-01-18,975.3,998.8,969.0,2565847,985.65,10.350000000000023,992.4379485319735,991.4211142498868,,,,,,,,,,
11,HAVELLS,2021-01-19,991.0,1024.0,984.3,1875360,1019.2,28.200000000000045,1001.4279211901129,997.3868539075256,995.177152192799,,,,,,,,,
12,HAVELLS,2021-01-20,1024.75,1032.45,1012.0,2370898,1020.15,-4.600000000000023,1007.7008458632989,1002.204326481605,999.5133872777069,,,,,,,,,
13,HAVELLS,2021-01-21,1064.95,1147.0,1052.0,23442138,1131.95,67.0,1049.2595895279326,1029.3472181869433,1022.0631139605839,,,,,,,,,
14,HAVELLS,2021-01-22,1142.0,1155.7,1114.5,5718476,1122.65,-19.34999999999991,1073.779053762331,1048.688277579826,1038.913139359582,,,,,,,,,
15,HAVELLS,2021-01-25,1133.25,1153.0,1098.25,3099232,1122.4,-10.849999999999909,1090.0107476027013,1063.8576005467437,1052.7100013371467,,,,,,,,,
16,HAVELLS,2021-01-27,1129.0,1129.0,1104.0,1899418,1116.05,-12.950000000000045,1098.6993169454238,1074.5365489782798,1063.0593317521677,,,,,,,,,
17,HAVELLS,2021-01-28,1114.0,1194.85,1106.0,14679636,1181.75,67.75,1126.401622437326,1096.3726025536043,1082.2691908316401,,,,,,,,,
18,HAVELLS,2021-01-29,1181.9,1181.9,1035.05,13643267,1044.75,-137.1500000000001,1099.1721319259339,1085.8971143475837,1076.2449864580467,,,,,,,,,
19,HAVELLS,2021-02-01,1050.0,1087.65,1033.05,3678712,1062.2,12.200000000000045,1086.8443806425007,1081.1024123273942,1074.004924136329,,,,,,,,,
20,HAVELLS,2021-02-02,1073.0,1146.9,1072.0,5829926,1130.3,57.299999999999955,1101.3324917551595,1091.0335282387066,1082.93312888491,1066.6968922815042,,,,,,,,
21,HAVELLS,2021-02-03,1122.5,1143.0,1104.55,3032392,1112.75,-9.75,1105.138836582097,1095.4091086759654,1087.6396240299575,1071.4698808674245,,,,,,,,
22,HAVELLS,2021-02-04,1113.0,1137.85,1100.1,1829648,1134.05,21.049999999999955,1114.7767498389496,1103.1831769400296,1094.936159167909,1077.8742058192895,,,,,,,,
23,HAVELLS,2021-02-05,1140.0,1158.0,1106.35,2156894,1110.05,-29.950000000000045,1113.2010729590634,1104.563057855409,1097.304338741258,1081.1298046340337,,,,,,,,
24,HAVELLS,2021-02-08,1115.2,1147.8,1110.55,1714057,1126.2,11.0,1117.5342202412291,1108.9068566923559,1101.8191473411018,1085.6437105764849,1080.892402249692,,,,,,,
25,HAVELLS,2021-02-09,1132.0,1169.65,1130.0,3183233,1139.1,7.099999999999909,1124.723003288224,1114.9637913155186,1107.6301609786365,1090.9484716300096,1086.0083350367966,1084.9479286377077,,,,22.68223234092875,22.68223234092875,0.0
26,HAVELLS,2021-02-10,1144.8,1151.65,1126.0,1389370,1136.55,-8.25,1128.6654049154802,1119.2914968022199,1112.1288225632595,1095.436393398669,1090.4023067555024,1089.317290847382,,,,22.811531715877436,22.70809221591849,0.10343949995894519
27,HAVELLS,2021-02-11,1142.8,1158.5,1133.5,1141881,1155.35,12.549999999999955,1137.5603743169029,1126.517173934014,1118.840668786768,1101.2889186089633,1095.992718804349,1094.8499089905781,,,,23.990759796189877,22.96462573197277,1.026134064217107
28,HAVELLS,2021-02-12,1158.8,1163.95,1128.05,1437728,1141.95,-16.84999999999991,1139.0235943241826,1129.6085227778476,1122.424156189305,1105.2340812750258,1099.9126424150068,1098.7582804316023,,,,23.66587575770268,23.104875737118753,0.5610000205839256
29,HAVELLS,2021-02-15,1154.9,1179.0,1137.4,2178167,1172.35,17.449999999999818,1150.1324541498816,1138.1674136159386,1130.1565536870226,1111.706450551508,1106.039886137348,1104.811024475877,,,,25.345529211145504,23.553006431924103,1.7925227792214002
30,HAVELLS,2021-02-16,1173.0,1222.0,1163.5,3715493,1216.15,43.15000000000009,1172.1383792752486,1153.7793922475032,1143.461292975142,1121.7231769550053,1115.2829115548982,1113.8941492470901,,,,29.56714372805186,24.755833891149656,4.811309836902204
31,HAVELLS,2021-02-17,1220.4,1231.9,1183.5,2592491,1194.5,-25.90000000000009,1179.5922701269433,1161.9299713520613,1151.3510236573134,1128.66818427494,1121.8863106342576,1120.42104480189,,,,30.929978855423315,25.99066288400439,4.9393159714189245
32,HAVELLS,2021-02-18,1194.5,1206.65,1160.0,1891251,1165.9,-28.59999999999991,1175.028173032125,1162.7244806617507,1153.5983955307593,1132.2051866740755,1125.5317563019219,1124.0783795230627,,,,29.52001600769654,26.69653350874282,2.8234824989537195
33,HAVELLS,2021-02-19,1170.5,1170.5,1129.15,1588500,1139.0,-31.5,1163.0187696500232,1157.977177360649,1151.3447944875834,1132.8480606805977,1126.6407218830652,1125.2707843167445,,,,26.074010170838847,26.57202884116203,-0.4980186703231837
34,HAVELLS,2021-02-22,1141.0,1154.65,1119.75,2542835,1128.2,-12.799999999999955,1151.41250512928,1152.0193250965194,1147.773740595699,1132.4099188248244,1126.7684200909052,1125.5035030836202,,,,22.270237512078893,25.711670575345405,-3.441433063266512
35,HAVELLS,2021-02-23,1129.95,1146.95,1120.0,1374807,1124.45,-5.5,1142.4249993046712,1146.503670144848,1144.1766800819619,1131.6620984620035,1126.5794908806743,1125.4202522712956,,,,18.75642781066631,24.320622022409587,-5.564194211743278
36,HAVELLS,2021-02-24,1135.05,1154.5,1115.05,1114199,1146.05,11.0,1143.6333332385973,1146.4129125538607,1144.4654804883633,1133.0097208612488,1128.1589383822193,1127.042445790319,,,,17.423034698044148,22.9411045575365,-5.518069859492353
37,HAVELLS,2021-02-25,1152.1,1195.9,1152.1,2537138,1175.8,23.700000000000045,1154.355557674209,1152.2915509885236,1149.2946275173756,1137.0066023158718,1132.0074290356,1130.8590307534441,,,,18.43559676393147,22.040002998815496,-3.6044062348840242
38,HAVELLS,2021-02-26,1161.85,1196.45,1096.0,4164831,1105.55,-56.299999999999955,1138.0870362425405,1142.9416872782438,1142.554703709491,1134.0756767474068,1129.8783861377208,1128.88621220114,,,,13.668491508350826,20.365700700722563,-6.697209192371737
39,HAVELLS,2021-03-01,1124.0,1125.55,1096.05,2136966,1112.15,-11.849999999999909,1129.4413567131314,1136.7825311303168,1137.871188239501,1132.0373977793809,1128.4568167305479,1127.5866738140146,,,,10.28451442548635,18.34946344567532,-8.064949020188969
40,HAVELLS,2021-03-02,1120.95,1163.8,1118.05,2632084,1143.95,23.0,1134.277571433672,1138.2161773556695,1138.8073826818002,1133.1425602405054,1129.6951134904045,1128.852733057989,,,,9.954649623811065,16.67050068130247,-6.715851057491406
41,HAVELLS,2021-03-03,1150.55,1175.0,1143.1,2582980,1163.95,13.400000000000091,1144.1683813533382,1143.3633797600899,1142.6789510867566,1135.9953289118885,1132.424749453741,1131.5593446147705,,,,11.119606471986117,15.5603218394392,-4.440715367453084
42,HAVELLS,2021-03-04,1155.0,1185.8,1146.4,1896345,1171.6,16.59999999999991,1153.3122544805815,1149.0110881711892,1147.1317235005242,1139.286755688606,1135.5378682946339,1134.6378087498883,,,,12.493914750635895,14.94704042167854,-2.4531256710426455
43,HAVELLS,2021-03-05,1140.0,1163.0,1110.0,4524090,1116.8,-23.200000000000045,1141.1415027696332,1142.5685197701632,1142.4623051070182,1137.2111824187295,1134.052613646146,1133.270218380047,,,,9.192086726971183,13.79604968273707,-4.603962955765887
44,HAVELLS,2021-03-08,1129.0,1149.7,1109.15,2094055,1115.25,-13.75,1132.5110017436373,1137.1045778278942,1138.2735199171673,1135.1869402827078,1132.5657089853398,1131.8922175444627,,,,6.3813023727045675,12.31310022073057,-5.931797848026003
45,HAVELLS,2021-03-09,1125.9,1127.7,1089.0,3109318,1100.0,-25.90000000000009,1121.6740010763829,1129.6834036721373,1132.3825768022025,1131.9477280392346,1129.995965072582,1129.4592574663939,,,,2.9233193358086282,10.435144043746183,-7.511824707937555
46,HAVELLS,2021-03-10,1100.1,1125.0,1100.1,1891547,1120.3,20.200000000000045,1121.2160007151642,1127.806670622028,1130.5229951737608,1130.8767001524786,1129.232378096165,1128.762068423533,,,,1.7609267502277817,8.700300585042502,-6.93937383481472
47,HAVELLS,2021-03-12,1128.4,1140.0,1097.85,1726017,1103.1,-25.300000000000182,1115.1773337888005,1122.8652262997316,1126.3026831666027,1128.3252466209908,1127.1781324484969,1126.81269534938,,,,-0.5100121827772455,6.858238031478552,-7.368250214255798
48,HAVELLS,2021-03-15,1112.05,1119.15,1086.55,1573678,1099.25,-12.799999999999955,1109.8682225133775,1118.142096776339,1122.1395719707484,1125.6570402042148,1124.986419490311,1124.7228924744795,,,,-2.583320503731102,4.969926324436622,-7.553246828167723
49,HAVELLS,2021-03-16,1100.0,1106.25,1076.5,2538380,1088.45,-11.549999999999955,1102.7288149977212,1112.203592663908,1116.9553386732778,1122.245520800853,1122.1236032223003,1121.9774758960973,1115.3341376581086,,,-5.022137222819538,2.97151361498539,-7.993650837804928
