,Script_Name,trnx,open,high,low,volume,cls,Gain,ema5,ema9,ema12,ema21,ema25,ema26,ema50,ema100,ema200,MACD,Signal,MACDS
0,NESTLEIND,2021-01-04,18495.0,18630.0,18329.75,62035,18377.95,-117.04999999999927,,,,,,,,,,,,
1,NESTLEIND,2021-01-05,18343.5,18620.0,18278.05,83673,18558.25,214.75,,,,,,,,,,,,
2,NESTLEIND,2021-01-06,18510.05,18600.0,18430.0,57706,18515.25,5.200000000000728,,,,,,,,,,,,
3,NESTLEIND,2021-01-07,18599.0,18615.0,18050.1,120605,18127.3,-471.7000000000007,,,,,,,,,,,,
4,NESTLEIND,2021-01-08,18227.3,18350.0,18000.0,151635,18306.25,78.95000000000073,18330.21161137441,,,,,,,,,,,
5,NESTLEIND,2021-01-11,18350.0,18545.85,18188.1,114555,18391.45,41.45000000000073,18352.588947368422,,,,,,,,,,,
6,NESTLEIND,2021-01-12,18410.0,18439.95,17950.0,141566,17999.1,-410.90000000000146,18227.43428848956,,,,,,,,,,,
7,NESTLEIND,2021-01-13,18039.95,18275.0,17965.0,109387,18019.3,-20.650000000001455,18155.239254559878,,,,,,,,,,,
8,NESTLEIND,2021-01-14,18049.0,18229.4,18049.0,58488,18132.6,83.59999999999854,18147.491294142197,18191.87104775275,,,,,,,,,,
9,NESTLEIND,2021-01-15,18110.05,18249.0,17800.0,96401,17834.0,-276.0499999999993,18041.150076691083,18111.687158670324,,,,,,,,,,
10,NESTLEIND,2021-01-18,17849.95,18074.0,17556.75,120674,17630.7,-219.25,17902.733143535945,18006.449916683134,,,,,,,,,,
11,NESTLEIND,2021-01-19,17730.0,17820.5,17670.0,62849,17754.7,24.700000000000728,17853.005494126242,17952.384592563438,17993.81294166095,,,,,,,,,
12,NESTLEIND,2021-01-20,17767.0,17940.0,17623.05,73831,17681.3,-85.70000000000073,17795.47472302099,17895.013674473972,17939.54882278352,,,,,,,,,
13,NESTLEIND,2021-01-21,17770.0,17900.0,17655.35,70977,17716.3,-53.70000000000073,17768.992433933316,17857.626640432933,17901.536676198357,,,,,,,,,
14,NESTLEIND,2021-01-22,17784.0,17882.3,17550.0,98250,17589.6,-194.40000000000146,17709.058086387682,17802.066462367988,17849.281942765596,,,,,,,,,
15,NESTLEIND,2021-01-25,17652.0,17700.0,17229.85,116436,17415.25,-236.75,17610.972728633475,17722.4625180573,17777.554742074903,,,,,,,,,
16,NESTLEIND,2021-01-27,17472.95,17597.7,17340.25,66402,17538.1,65.14999999999782,17586.657139757695,17684.740592189428,17738.42944530362,,,,,,,,,
17,NESTLEIND,2021-01-28,17470.0,17520.0,17203.0,89055,17387.65,-82.34999999999854,17520.276510750533,17624.2324560745,17681.656458751826,,,,,,,,,
18,NESTLEIND,2021-01-29,17385.05,17467.85,16961.3,112888,17060.0,-325.0499999999993,17366.78176676405,17509.73589552382,17581.841258192457,,,,,,,,,
19,NESTLEIND,2021-02-01,17200.0,17275.7,17000.0,84406,17087.7,-112.29999999999927,17273.72652679843,17424.344217398804,17503.02970380688,,,,,,,,,
20,NESTLEIND,2021-02-02,17150.05,17350.0,17054.5,130298,17190.3,40.25,17245.912108137054,17377.09961941511,17453.431852063815,17588.819417264272,,,,,,,,
21,NESTLEIND,2021-02-03,17200.05,17289.0,17051.0,112325,17166.4,-33.64999999999782,17219.40452916306,17334.646446405037,17408.124817231157,17545.039460667256,,,,,,,,
22,NESTLEIND,2021-02-04,17199.9,17226.95,17052.45,92100,17074.0,-125.90000000000146,17170.932033643934,17282.20761288677,17355.594463437807,17496.834218921493,,,,,,,,
23,NESTLEIND,2021-02-05,17131.05,17167.2,17003.0,98097,17115.75,-15.299999999999272,17152.536929701397,17248.75812959063,17318.0133637422,17458.27550225173,,,,,,,,
24,NESTLEIND,2021-02-08,17180.0,17284.9,17101.15,121607,17218.2,38.20000000000073,17174.425486634365,17242.623327043766,17302.418003976338,17434.231270194345,17471.91594791296,,,,,,,
25,NESTLEIND,2021-02-09,17211.0,17510.0,17150.0,121012,17318.95,107.95000000000073,17222.601596340555,17257.934938139995,17304.99486709769,17422.791276904074,17458.471594624316,17466.145987462023,,,,-161.15112036433493,-161.15112036433493,0.0
26,NESTLEIND,2021-02-10,17340.2,17436.8,17086.5,116576,17177.35,-162.85000000000218,17207.517465398734,17241.77888757866,17285.138910788162,17398.635918763266,17434.03155417064,17441.69242890111,,,,-156.55351811294895,-160.23159991405774,3.678081801108789
27,NESTLEIND,2021-02-11,17189.9,17447.45,17150.0,65366,17412.25,222.34999999999854,17275.762444383272,17275.939185689153,17304.87807882312,17399.965779510643,17432.156693697616,17439.22556485133,,,,-134.34748602821128,-155.05477713688845,20.70729110867717
28,NESTLEIND,2021-02-12,17410.1,17519.0,17240.0,54528,17294.3,-115.79999999999927,17281.941677926785,17279.61703975483,17303.237771197775,17389.713502046678,17420.398215074565,17427.1996233595,,,,-123.96185216172307,-148.83619214185538,24.874339980132305
29,NESTLEIND,2021-02-15,17349.0,17506.75,17258.05,110119,17479.85,130.84999999999854,17347.911462656553,17319.713268530893,17330.591058630125,17398.405876540328,17425.42705085918,17431.529991714913,,,,-100.938933084788,-139.25674033044191,38.31780724565391
30,NESTLEIND,2021-02-16,17555.0,17646.0,17139.1,229774,17217.25,-337.75,17304.357490345632,17299.200299764427,17313.05514978627,17381.032004613608,17407.951946121368,17414.04885456991,,,,-100.9937047836429,-131.60413322108212,30.610428437439225
31,NESTLEIND,2021-02-17,16900.0,16900.0,16350.0,599343,16741.2,-158.79999999999927,17116.637891796847,17187.511751026635,17224.655905682594,17319.97358285724,17352.372660469762,17359.566280948715,,,,-134.91037526612126,-132.26538163008996,-2.6449936360313018
32,NESTLEIND,2021-02-18,16756.0,16900.0,16300.0,251066,16364.7,-391.2999999999993,16865.991540562478,17022.845030888,17091.819019477454,17229.223108065795,17270.568406541835,17279.560947132493,,,,-187.74192765503904,-143.36069083507977,-44.38123681995927
33,NESTLEIND,2021-02-19,16430.0,16464.7,16212.95,130275,16376.4,-53.600000000000364,16702.794192258505,16893.49043413751,16981.377495598666,17148.535415551087,17196.943217628585,17207.388260225496,,,,-226.01076462682977,-159.89070559342977,-66.1200590334
34,NESTLEIND,2021-02-22,16411.05,16530.0,16024.6,214915,16096.3,-314.75,16500.629322666624,16733.987645292083,16844.81722339697,17049.348161046353,17106.805246194315,17119.115112130687,,,,-274.2978887337158,-182.77214222148697,-91.52574651222884
35,NESTLEIND,2021-02-23,16131.0,16255.0,16002.1,142998,16169.95,38.95000000000073,16390.402831311545,16621.14349621362,16740.737081048603,16966.730251702014,17030.460444638014,17044.10938329742,,,,-303.3723022488157,-206.8921742269527,-96.48012802186298
36,NESTLEIND,2021-02-24,16283.0,16378.0,16100.0,84342,16346.15,63.149999999999636,16375.651883038638,16566.130514784363,16679.90555501278,16908.604482248116,16974.949188335424,16989.226250308282,,,,-309.3206952955006,-227.3778784406623,-81.94281685483833
37,NESTLEIND,2021-02-25,16306.0,16373.3,16100.0,185713,16113.9,-192.10000000000036,16288.401237604905,16475.665623004552,16592.675111176573,16834.374080602363,16905.392809008787,16920.70851887351,,,,-328.0334076969375,-247.5089842919174,-80.52442340502012
38,NESTLEIND,2021-02-26,16050.5,16284.4,16003.9,226873,16101.6,51.100000000000364,16226.13414995633,16400.840065875476,16517.013046573007,16766.09886552416,16840.711188996356,16856.85966989442,,,,-339.84662332141306,-265.9765120978165,-73.87011122359655
39,NESTLEIND,2021-03-01,16236.0,16367.6,16100.0,90718,16292.45,56.45000000000073,16248.23943530337,16379.15917081511,16482.421540184325,16722.06699677277,16796.748285246245,16813.034219829755,,,,-330.61267964543003,-278.90374560733926,-51.708934038090774
40,NESTLEIND,2021-03-02,16302.0,16620.0,16289.75,123097,16576.15,274.15000000000146,16357.542963459025,16418.561526629248,16496.85660852036,16708.529905188014,16779.11690910491,16794.70607230899,,,,-297.8494637886288,-282.69288924359716,-15.156574545031617
41,NESTLEIND,2021-03-03,16705.0,16720.0,16546.65,92873,16699.25,-5.75,16471.44531355094,16474.703997376608,16528.02201385218,16707.670586043012,16772.752632075055,16787.344743892638,,,,-259.3227300404578,-278.0188574029693,18.696127362511447
42,NESTLEIND,2021-03-04,16656.55,16707.95,16445.0,129981,16661.8,5.25,16534.896877400897,16512.125744693436,16548.618878373774,16703.43014032194,16763.935618155727,16777.692429570914,,,,-229.07355119713975,-268.2297961618034,39.15624496466364
43,NESTLEIND,2021-03-05,16516.0,16840.0,16456.0,102741,16782.9,266.90000000000146,16617.56458641073,16566.283544385828,16584.68529505972,16710.765369947447,16765.438827370723,16778.091683945087,,,,-193.40638888536705,-253.26511470651613,59.85872582114908
44,NESTLEIND,2021-03-08,16725.05,16900.0,16607.0,91842,16852.45,127.40000000000146,16695.859725206272,16623.51932847866,16625.90226752889,16723.824958120367,16772.319643014733,16783.777842652788,,,,-157.87557512389685,-234.18720678999227,76.31163166609542
45,NESTLEIND,2021-03-09,16910.2,16949.95,16660.0,92717,16910.8,0.5999999999985448,16767.506484039703,16680.97746490677,16669.75285506832,16741.037362495805,16783.247059167705,16793.46797590944,,,,-123.71512084111964,-212.09278960021777,88.37766875909813
46,NESTLEIND,2021-03-10,16949.7,17000.0,16785.0,63788,16931.45,-18.25,16822.154322982395,16731.07336839539,16710.029628052864,16758.546119917923,16794.91849513505,16803.97096216795,,,,-93.94133411508665,-188.46249850319154,94.52116438810489
47,NESTLEIND,2021-03-12,16977.0,17009.85,16650.0,84914,16722.45,-254.54999999999927,16788.91954853765,16729.348656253947,16711.94108391426,16755.23047867429,16789.221803843644,16797.778368258274,,,,-85.83728434401564,-167.93745567135636,82.10017132734072
48,NESTLEIND,2021-03-15,16879.85,16879.85,16630.0,68983,16833.05,-46.79999999999927,16803.629699059707,16750.089295028523,16730.578417644494,16762.37189862021,16792.661304341105,16800.45266249844,,,,-69.87424485394513,-148.32481350787413,78.450568653929
49,NESTLEIND,2021-03-16,16835.0,17020.0,16695.0,84470,16741.95,-93.04999999999927,16783.069799340894,16748.461412788907,16732.32830440303,16760.499411504494,16788.687812984674,16796.024722829286,16939.82365299929,,,-63.69641842625788,-131.39913449155088,67.702716065293
50,NESTLEIND,2021-03-17,16790.0,16790.0,16340.05,157173,16455.75,-334.25,16673.96319944652,16689.91846178879,16689.76930603952,16732.578697702007,16762.637729368376,16770.31156170753,16918.003957393197,,,-80.5422556680096,-121.22775872684262,40.68550305883302
51,NESTLEIND,2021-03-18,16467.9,16624.95,16180.0,96365,16201.25,-266.65000000000146,16516.392132854515,16592.18387668568,16614.599801321783,16683.93362140103,16718.770922947755,16727.373975091115,16885.884364475456,,,-112.77417376933226,-119.53704173534057,6.762867966008301
52,NESTLEIND,2021-03-19,16200.0,16595.0,16070.0,199416,16450.85,250.84999999999854,16494.54475522619,16563.916894787344,16589.403925508148,16662.607713036257,16697.86104127716,16706.538059838294,16866.497857096238,,,-117.13413433014648,-119.05646025430175,1.922325924155274
53,NESTLEIND,2021-03-22,16451.0,16675.0,16351.0,108786,16588.05,137.04999999999927,16525.713170160452,16568.7435440465,16589.195604099477,16655.790072145155,16689.300445445708,16697.621427375892,16854.155341118698,,,-108.42582327641503,-116.93033285872441,8.504509582309382
